zip,City,mean_ret,low_ret,high_ret,order,seasonal_order,sharpe_ratio
94501,Alameda,1.0651122598200684,0.7071568585226163,1.593118553872218,"(1, 0, 3)","(0, 0, 0, 12)",-0.0827035011403127
30096,Duluth,1.0617195412895546,0.6920404249250407,1.6163145380589754,"(1, 0, 1)","(0, 0, 0, 12)",-0.08294601300926364
78704,Austin,1.008993459280493,0.8114076801588835,1.252282005398552,"(0, 0, 2)","(0, 0, 0, 12)",-0.2934871168804284
98052,Redmond,1.0019789590681287,0.7020979514476544,1.4221819015684274,"(1, 0, 2)","(0, 0, 0, 12)",-0.1894299057917911
77379,Tomball,1.03717909484267,0.7658043922444204,1.3990305992282424,"(1, 0, 1)","(2, 0, 1, 12)",-0.15982487449639493
75243,Dallas,0.9984314969032985,0.6398438286611183,1.5451599537617118,"(1, 0, 2)","(0, 0, 0, 12)",-0.15459008529516508
11221,New York,1.1668018148747488,0.7080573632249764,1.9034653258208456,"(1, 0, 3)","(0, 0, 0, 12)",0.023772152990642472
78245,San Antonio,1.010665090915856,0.7717216797546518,1.3194732660290154,"(1, 0, 2)","(1, 0, 0, 12)",-0.2331701197883123
11229,New York,1.020727151001941,0.7914777097132752,1.3129642760355038,"(0, 0, 3)","(0, 0, 0, 12)",-0.22561893344544143
8701,Lakewood,0.9929843757567369,0.7521345985497638,1.3068765667647633,"(0, 0, 2)","(0, 0, 1, 12)",-0.26210387256764833
60619,Chicago,0.9887835562311338,0.5379932895103109,1.7905540652216467,"(0, 0, 2)","(0, 0, 1, 12)",-0.11943599110837129
90034,Los Angeles,1.0476478572885284,0.71250828030577,1.5309510599469247,"(3, 0, 1)","(1, 0, 0, 12)",-0.11086485075101095
94110,San Francisco,0.992378696979616,0.5335292777736429,1.816661571323402,"(1, 0, 2)","(0, 0, 1, 12)",-0.11378849839259347
78666,San Marcos,1.0163224424561823,0.7643235626749891,1.346980992510247,"(0, 0, 2)","(0, 0, 1, 12)",-0.20949179602844398
30024,Suwanee,1.053462456335657,0.866485206230849,1.2787492451829738,"(1, 0, 3)","(0, 0, 1, 12)",-0.20598919513300645
60610,Chicago,0.9811088123388386,0.70973336115882,1.350444886013013,"(1, 0, 2)","(0, 0, 1, 12)",-0.245470192843246
44107,Lakewood,1.0288918788658319,0.6944672259866735,1.5145082745745047,"(1, 0, 1)","(0, 0, 1, 12)",-0.13352077341056226
75067,Lewisville,1.0061448633051886,0.7642410826276158,1.32058206774815,"(0, 0, 2)","(0, 0, 0, 12)",-0.23769510809606917
33025,Miramar,0.8400896597602099,0.549502277577151,1.2739387239570026,"(1, 0, 3)","(0, 0, 1, 12)",-0.41176108081269774
33411,Royal Palm Beach,1.0212682729243303,0.7176872483751384,1.4455071681856133,"(1, 0, 1)","(0, 0, 0, 12)",-0.1609135966048503
33139,Miami Beach,0.9756758458874162,0.5850156424562246,1.6102057834807582,"(3, 0, 0)","(0, 0, 0, 12)",-0.15871060548013757
11377,New York,1.0263531467994387,0.7182867949272175,1.4588303730836423,"(1, 0, 2)","(0, 0, 0, 12)",-0.15128245036051688
90044,Los Angeles,1.1245041368250839,0.8133737287633034,1.5477090182437911,"(1, 0, 3)","(0, 0, 0, 12)",-0.01890179768757047
48197,Ypsilanti,1.0243567038379613,0.7442808351759463,1.4040508282144173,"(0, 0, 2)","(0, 0, 1, 12)",-0.17282945763960705
2169,Quincy,0.9889710282647775,0.7731419532432644,1.261972309016433,"(0, 0, 2)","(0, 0, 1, 12)",-0.3056548429783731
23462,Virginia Beach,1.0205115670629756,0.8348078715172625,1.2454766920638995,"(1, 0, 2)","(2, 0, 0, 12)",-0.2870264820246461
90805,Long Beach,1.0312322053929233,0.7348389983298367,1.4400732725176895,"(1, 0, 1)","(0, 0, 0, 12)",-0.15193843015097452
66062,Olathe,1.0383987470452791,0.846841626832825,1.271047710475505,"(1, 0, 1)","(0, 0, 0, 12)",-0.23570064341799732
44035,Elyria,0.9990464666115643,0.7871843317920608,1.265035734847978,"(2, 0, 0)","(1, 0, 0, 12)",-0.29159258798664295
95630,Folsom,1.014324356173612,0.8226120762897198,1.2484914459856487,"(0, 0, 2)","(2, 0, 0, 12)",-0.29130323409807923
11234,New York,1.0358426825778444,0.8047187480765382,1.3298534462022975,"(0, 0, 2)","(0, 0, 1, 12)",-0.19526744602826923
92683,Westminster,1.0221218375054897,0.7603273747158452,1.369007219523244,"(1, 0, 1)","(0, 0, 0, 12)",-0.19100773154890024
85710,Tucson,1.0547057607179198,0.8511414537871413,1.3044835086546116,"(3, 0, 0)","(0, 0, 1, 12)",-0.18458166915096888
78745,Austin,1.0197456648767604,0.7417175486163492,1.3959531294506908,"(1, 0, 1)","(0, 0, 0, 12)",-0.18133946318484856
11355,New York,1.0135080052793122,0.7680957271418983,1.3331750893703824,"(0, 0, 2)","(0, 0, 0, 12)",-0.22098911581181208
10314,New York,1.2337735997957038,0.9974700231524145,1.52318570796346,"(1, 0, 3)","(0, 0, 0, 12)",0.1814463761496888
30281,Stockbridge,1.059003475748423,0.7442175767057565,1.4991246251255612,"(3, 0, 3)","(0, 0, 0, 12)",-0.10515323485113456
32210,Jacksonville,1.0072375298504248,0.4984531841822476,1.9949105650173982,"(1, 0, 2)","(0, 0, 0, 12)",-0.08763822193056486
37075,Hendersonville,1.086098570940939,0.869733092799417,1.3535551327325628,"(0, 0, 2)","(1, 0, 0, 12)",-0.10806829504495785
94558,Napa,1.1212980545199773,0.808523857169737,1.5482094909192414,"(3, 0, 2)","(0, 0, 0, 12)",-0.023099460908952218
11215,New York,1.0128658721875616,0.5417047155202314,1.8639524806315966,"(2, 0, 2)","(0, 0, 0, 12)",-0.0949281405694448
90026,Los Angeles,1.0123107074052786,0.7556719169143638,1.3513106974285247,"(3, 0, 0)","(0, 0, 1, 12)",-0.21166131323346835
85225,Chandler,1.1156560983164854,0.8419649936871597,1.4732908247879328,"(1, 0, 1)","(0, 0, 0, 12)",-0.03600089599624548
91910,Chula Vista,1.0187619063413886,0.6663369116572343,1.5454231491748347,"(1, 0, 1)","(1, 0, 0, 12)",-0.1360759416483345
87111,Albuquerque,1.006919404508579,0.7531508737321956,1.341576477553751,"(3, 0, 2)","(0, 0, 1, 12)",-0.22341820026066767
28027,Concord,1.0664945021370003,0.8867094706614602,1.2809668748217267,"(0, 0, 2)","(1, 0, 0, 12)",-0.18234252801873546
6010,Bristol,0.9835612722537204,0.7196126480582847,1.3390422009462999,"(0, 0, 2)","(0, 0, 1, 12)",-0.24994468043399473
78240,San Antonio,1.0424351920312955,0.8246755528592172,1.3146929790791517,"(1, 0, 1)","(0, 0, 0, 12)",-0.19580773404439528
87114,Albuquerque,1.005179060301741,0.8504554574055018,1.1867093255049117,"(0, 0, 2)","(0, 0, 0, 12)",-0.39614513389200867
89108,Las Vegas,1.2160857432707397,0.6851666912420451,2.1281380837433064,"(1, 0, 1)","(0, 0, 0, 12)",0.05384815650043057
85308,Glendale,1.0573421804298935,0.8073899136337694,1.3803910845666723,"(1, 0, 1)","(0, 0, 0, 12)",-0.141434638501435
11211,New York,0.9894766860377754,0.4435932846117074,2.151478849179834,"(0, 0, 2)","(0, 0, 1, 12)",-0.08718834033916464
17603,Lancaster,1.0346826004690493,0.8660891223976928,1.2344924700889754,"(1, 0, 1)","(0, 0, 0, 12)",-0.2814898238100135
93722,Fresno,1.0802629462964768,0.754998074069247,1.5370097368521012,"(3, 0, 0)","(0, 0, 1, 12)",-0.07432299334050942
80134,Parker,1.0043497028052097,0.8192397573901361,1.2292337854202664,"(0, 0, 3)","(0, 0, 0, 12)",-0.32691864254819747
48180,Taylor,1.0115598654148064,0.6822491333662174,1.4906305541825857,"(0, 0, 1)","(0, 0, 0, 12)",-0.15688699074603127
85281,Tempe,1.0701999245454028,0.8236554134671422,1.386642814817608,"(1, 0, 3)","(0, 0, 0, 12)",-0.12111189201166364
78577,Pharr,0.9986956639997149,0.6607476534629158,1.4991854166853684,"(2, 0, 2)","(0, 0, 1, 12)",-0.16660596174138537
94533,Fairfield,1.0791839254066058,0.746332274313501,1.5516653101517714,"(3, 0, 0)","(0, 0, 1, 12)",-0.07351054267066053
15601,Greensburg,0.9909910614222088,0.7719929307443052,1.2688909457586455,"(0, 0, 3)","(0, 0, 1, 12)",-0.2966269295223991
95608,Carmichael,1.0012471325679737,0.8081614919834088,1.238180277058381,"(0, 0, 3)","(1, 0, 1, 12)",-0.31890993159706843
43081,Westerville,1.036576077278906,0.755909392211488,1.4155949462971937,"(1, 0, 2)","(0, 0, 0, 12)",-0.15432855243265584
44060,Mentor,1.0059235311721084,0.8561040459647761,1.180727027171206,"(0, 0, 3)","(1, 0, 1, 12)",-0.408045241397578
80013,Aurora,1.1761110273723037,0.9864896484393466,1.4004224291886638,"(0, 0, 2)","(2, 0, 1, 12)",0.09114193227780099
33024,Pembroke Pines,1.0775315173674975,0.8057430227328866,1.4359154839528279,"(1, 0, 3)","(0, 0, 1, 12)",-0.09656543292352995
20906,Silver Spring,1.003226202308017,0.8321673586000731,1.2077454749943877,"(0, 0, 2)","(0, 0, 0, 12)",-0.35986705746127595
33009,Hallandale,1.0858616648757309,0.5693433041826284,2.0351851164554584,"(2, 0, 3)","(0, 0, 0, 12)",-0.03583110304686879
90066,Los Angeles,0.9966831594928405,0.6906255725655334,1.4303490838736426,"(2, 0, 3)","(1, 0, 1, 12)",-0.19155972771267746
43123,Grove City,1.0643937934854786,0.7237747627119193,1.5556461469818619,"(1, 0, 2)","(1, 0, 0, 12)",-0.08894475974930158
97229,Portland,1.008277154028312,0.7687130628483986,1.3184248908364329,"(1, 0, 1)","(0, 0, 0, 12)",-0.23668262760430844
76028,Burleson,1.1030165737022013,0.7991618907944591,1.5158322538640665,"(1, 0, 1)","(0, 0, 0, 12)",-0.04935019225296347
91709,Chino Hills,1.0598580152226869,0.7751166722381376,1.4432189445210724,"(1, 0, 3)","(0, 0, 0, 12)",-0.11753646400673451
11385,New York,1.0276364145720125,0.761438653897834,1.3818585545995934,"(0, 0, 2)","(0, 0, 1, 12)",-0.17850487904144854
85364,Yuma,1.0128772067196372,0.7201367154002443,1.4179468450162345,"(2, 0, 0)","(0, 0, 0, 12)",-0.17985864901548193
11373,New York,1.014958109236078,0.7982061562233578,1.287545822932996,"(0, 0, 2)","(0, 0, 1, 12)",-0.25223028718586926
14850,Ithaca,0.9875021438425677,0.7583835107168134,1.282202321659947,"(2, 0, 3)","(2, 0, 0, 12)",-0.28804282493684596
65807,Springfield,1.0110054329849774,0.8211911409628021,1.242524336070742,"(0, 0, 2)","(0, 0, 0, 12)",-0.30232358237066365
98012,Bothell,1.201936679835145,0.7936365642308533,1.8071451052183425,"(1, 0, 1)","(0, 0, 1, 12)",0.06270522976701969
77459,Missouri City,1.0137409780800462,0.7927579922335871,1.293016581049259,"(1, 0, 1)","(0, 0, 0, 12)",-0.24915797271312456
92677,Laguna Niguel,1.0340838039426616,0.7388714304042562,1.4403300907095602,"(2, 0, 1)","(1, 0, 0, 12)",-0.14869100042706715
95823,Sacramento,0.9639289708490195,0.5767509147446125,1.593206348761941,"(1, 0, 1)","(0, 0, 0, 12)",-0.17163115785919833
33908,Fort Myers,1.0409192405903034,0.8519974904755322,1.2696275594675992,"(1, 0, 3)","(0, 0, 0, 12)",-0.23337676223029705
44256,Medina,1.0132628088264206,0.8323142538772109,1.2316298387519913,"(0, 0, 2)","(0, 0, 0, 12)",-0.31334009944666513
2148,Malden,1.0043714634655996,0.7628772406788126,1.3182724568941955,"(0, 0, 2)","(0, 0, 0, 12)",-0.2412929145290254
60620,Chicago,1.0191073760061626,0.5062269993650329,2.012101667271468,"(0, 0, 2)","(0, 0, 0, 12)",-0.0792077989208435
45011,Hamilton,1.0143355438666182,0.8637611157950265,1.1899165409417267,"(0, 0, 2)","(0, 0, 1, 12)",-0.3803366139909336
76063,Mansfield,1.049880746346738,0.8063511562643261,1.362915098191413,"(1, 0, 1)","(0, 0, 0, 12)",-0.1590179328695069
33647,Tampa,0.9957309891534104,0.809571463889409,1.2225708340259738,"(0, 0, 2)","(0, 0, 1, 12)",-0.34540828646084026
92804,Anaheim,1.0032130895026679,0.8135611513012906,1.2348175357768745,"(1, 0, 1)","(0, 0, 1, 12)",-0.3208765715617403
60634,Chicago,1.064791559179013,0.7829277688936991,1.4424232772093917,"(1, 0, 1)","(1, 0, 0, 12)",-0.11158959203623056
8753,Toms River,0.9955486858534318,0.799487535440514,1.2372812893436504,"(0, 0, 2)","(2, 0, 0, 12)",-0.3262625534850794
65203,Columbia,0.9476989934617897,0.7617645136063185,1.176741053343912,"(0, 0, 2)","(1, 0, 1, 12)",-0.4595088690085372
47906,West Lafayette,1.0208701494093184,0.7708747310838953,1.3476502376403992,"(0, 0, 2)","(1, 0, 0, 12)",-0.2037434723848781
98103,Seattle,1.098688925387613,0.8215625965901405,1.464270134787563,"(0, 0, 2)","(1, 0, 0, 12)",-0.0617628799335493
92345,Hesperia,1.1328374374630197,0.8460928061728453,1.511427314529379,"(1, 0, 3)","(0, 0, 0, 12)",-0.008337094151887003
75228,Dallas,1.0536576079863738,0.6405486971876854,1.7156956176719735,"(1, 0, 1)","(0, 0, 1, 12)",-0.07880484452966628
92126,San Diego,1.0044522186230593,0.747300991805778,1.3451896482397832,"(1, 0, 1)","(1, 0, 0, 12)",-0.2240085571742431
90019,Los Angeles,1.0096340576297205,0.6927454603806789,1.463102235078921,"(0, 0, 2)","(0, 0, 0, 12)",-0.16713078991536112
43130,Lancaster,1.0420452020571558,0.7484153959444322,1.4443827217538245,"(1, 0, 1)","(1, 0, 1, 12)",-0.1384248775364443
60016,Des Plaines,0.9899847115113579,0.7540398571483573,1.295792909207396,"(1, 0, 2)","(0, 0, 0, 12)",-0.2739249586620833
46307,Crown Point,1.0208082590629743,0.8298748018247512,1.2534868934766425,"(1, 0, 3)","(0, 0, 0, 12)",-0.27755613485965575
76244,Fort Worth,0.9919231506703504,0.7711108503501775,1.2725507943882917,"(1, 0, 1)","(0, 0, 0, 12)",-0.2920813249376972
28314,Fayetteville,0.9993311674583718,0.8068777060221448,1.2354031279061877,"(1, 0, 2)","(0, 0, 0, 12)",-0.3244923622779676
27610,Raleigh,1.3298183624126731,1.167640847631617,1.513491166993924,"(1, 0, 3)","(0, 0, 0, 12)",0.5535168186745045
89121,Las Vegas,1.0707539069285235,0.7814488669387899,1.4611133600575594,"(1, 0, 1)","(1, 0, 0, 12)",-0.09950569385025362
29732,Rock Hill,1.0011846170902898,0.7687712374371084,1.3000788127985454,"(1, 0, 1)","(0, 0, 0, 12)",-0.2582304171327949
75056,The Colony,1.0579131933086001,0.7866286608733503,1.4174879534073983,"(1, 0, 1)","(0, 0, 0, 12)",-0.12755808077241618
30040,Cumming,0.9941914187419891,0.7923187754189883,1.2448072156429357,"(1, 0, 1)","(0, 0, 1, 12)",-0.31866664944707507
30188,Woodstock,1.0934225255361478,0.8243046063745203,1.445490137373549,"(1, 0, 1)","(0, 0, 0, 12)",-0.07238073992681268
79938,El Paso,1.000652894824754,0.8871176684670122,1.128058039923007,"(2, 0, 0)","(0, 0, 0, 12)",-0.571641432461595
92336,Fontana,1.0453484710797203,0.8483036570673483,1.2858246575794876,"(1, 0, 0)","(1, 0, 0, 12)",-0.21264333074998518
99301,Pasco,0.9807720580185884,0.7555489227491888,1.2695539593030294,"(1, 0, 1)","(0, 0, 0, 12)",-0.30663578111960726
20011,Washington,1.0622199209304815,0.6925804707646012,1.616899816319194,"(0, 0, 3)","(1, 0, 0, 12)",-0.08240060465845525
77095,Houston,1.0455464323786225,0.8681937382342753,1.2573642655885362,"(0, 0, 2)","(2, 0, 1, 12)",-0.2385534232363769
91911,Chula Vista,1.0522401546346656,0.85833536133115,1.2877710631298585,"(1, 0, 1)","(2, 0, 0, 12)",-0.20059869010937703
77845,College Station,1.1084245922736324,0.772523738601962,1.581499682482481,"(1, 0, 1)","(1, 0, 0, 12)",-0.03703423056604512
92503,Riverside,1.0552265209163725,0.7649511085325505,1.4493420786025257,"(1, 0, 3)","(0, 0, 0, 12)",-0.1215063854171142
94536,Fremont,1.1893817215225309,0.7383731442833817,1.8976654574443965,"(1, 0, 3)","(2, 0, 0, 12)",0.043990050690313046
7002,Bayonne,0.9897193406854847,0.5400820711359823,1.786540333894003,"(1, 0, 1)","(0, 0, 1, 12)",-0.11926998091958069
27587,Wake Forest,1.0266035936912192,0.8715650047656266,1.2078868758236978,"(1, 0, 2)","(0, 0, 0, 12)",-0.33236256642722956
21740,Hagerstown,1.01848807609329,0.8355721297812834,1.2394866537958145,"(0, 0, 2)","(2, 0, 0, 12)",-0.29683586669956996
11233,New York,1.1854353573814598,0.562930728263745,2.441455229607176,"(3, 0, 0)","(0, 0, 0, 12)",0.02504676593045426
7302,Jersey City,1.0886761490914423,0.569988777579569,2.0439548219871773,"(1, 0, 3)","(1, 0, 0, 12)",-0.033724145138108105
90280,South Gate,1.0031058587590935,0.7169184107658398,1.3965622060294922,"(2, 0, 1)","(0, 0, 1, 12)",-0.1990432872121135
22191,Woodbridge,1.0446779055883133,0.8675011282699435,1.2562801616818526,"(0, 0, 2)","(1, 0, 0, 12)",-0.24102762819025986
19111,Philadelphia,0.9988644642010089,0.7619140700984028,1.3055424243919582,"(1, 0, 1)","(0, 0, 1, 12)",-0.2566457922931276
89117,Las Vegas,1.1094979404982201,0.7525669057210197,1.6252707516053937,"(1, 0, 1)","(0, 0, 0, 12)",-0.03309994970194576
87120,Albuquerque,1.000536812231549,0.8445784183298402,1.1839127005307186,"(2, 0, 0)","(0, 0, 0, 12)",-0.4062294583856275
43230,Gahanna,1.0121153421137712,0.7702937541353282,1.32580879648051,"(1, 0, 2)","(0, 0, 1, 12)",-0.22730086885650203
40475,Richmond,1.0765771871861949,0.8972385345711901,1.290003451203762,"(1, 0, 3)","(0, 0, 0, 12)",-0.15736437776929238
46227,Indianapolis,1.0295730961076026,0.773147227028113,1.3665271049540093,"(0, 0, 2)","(0, 0, 1, 12)",-0.1833754426834031
11236,New York,1.0133581934425897,0.7480294963953793,1.3677011039538818,"(0, 0, 2)","(0, 0, 0, 12)",-0.20176202836160162
91730,Rancho Cucamonga,1.0862529016076643,0.7228202280751239,1.6199700200842824,"(1, 0, 1)","(0, 0, 1, 12)",-0.05810790211217156
23320,Chesapeake,0.9832442021012003,0.8140669707920268,1.185861464140296,"(2, 0, 1)","(0, 0, 1, 12)",-0.41727404406488483
74012,Broken Arrow,1.0038760383415224,0.7513813974889604,1.3364678666131413,"(1, 0, 1)","(0, 0, 1, 12)",-0.22989483206048406
90201,Bell,0.9758315273354488,0.684949895256043,1.382843447129757,"(2, 0, 1)","(0, 0, 1, 12)",-0.23291928422295158
92592,Temecula,1.048207650659209,0.6908840291779887,1.578713130788473,"(1, 0, 1)","(1, 0, 0, 12)",-0.10156993398718482
32244,Jacksonville,1.0688222754453591,0.7131775016985736,1.5909881107499242,"(3, 0, 0)","(0, 0, 0, 12)",-0.07924501907251288
21117,Owings Mills,1.0066459093304407,0.8441054569103907,1.1989810240514749,"(0, 0, 3)","(0, 0, 0, 12)",-0.3712244425068377
92109,San Diego,1.029649398507515,0.75794771848971,1.393440846540726,"(0, 0, 2)","(0, 0, 1, 12)",-0.17110333785614676
34787,Winter Garden,1.0836006428568383,0.762095502663024,1.5327929125601238,"(1, 0, 1)","(0, 0, 0, 12)",-0.07108334651359956
