zip,City,mean_ret,low_ret,high_ret,order,seasonal_order
20002,Washington,1.1422680143462525,0.8592513281627278,1.51336108631588,"(0, 1, 3)","(1, 0, 1, 12)"
90046,Los Angeles,1.0073005684980338,0.6333427363240359,1.5871589392441676,"(2, 1, 1)","(0, 0, 0, 12)"
78130,New Braunfels,1.1297052350267636,0.9603731108877862,1.327478743351866,"(0, 0, 2)","(2, 0, 0, 12)"
78613,Cedar Park,0.9756943543259894,0.7626224411104308,1.2451137304494548,"(1, 0, 1)","(0, 0, 0, 12)"
20009,Washington,0.946388242168673,0.7596851311127446,1.1766099726982637,"(2, 0, 1)","(1, 0, 1, 12)"
75052,Grand Prairie,1.2369486869921607,1.0774726121230322,1.4189295196803111,"(0, 1, 3)","(0, 0, 0, 12)"
10462,New York,10.719009466128268,24.436825549218483,33335722.415642716,"(2, 0, 1)","(0, 0, 0, 12)"
37042,Clarksville,1.1398865976361843,0.8123517692487893,1.5914410367363223,"(2, 1, 0)","(0, 0, 0, 12)"
77429,Cypress,1.0006620607532446,0.8156078753466767,1.225624240018947,"(0, 0, 2)","(0, 0, 0, 12)"
63376,Saint Peters,1.1016693826490869,0.8295987280068104,1.4577059089490068,"(0, 1, 1)","(0, 0, 1, 12)"
60613,Chicago,0.9774276934484586,0.7311824263324187,1.3021127974742341,"(2, 0, 1)","(0, 0, 0, 12)"
77479,Sugar Land,1.0009630888033716,0.7259949427165598,1.3737036562720064,"(0, 1, 1)","(0, 0, 1, 12)"
30044,Lawrenceville,1.1571641553042982,0.6698370158370018,1.9722551613806887,"(0, 1, 1)","(0, 0, 0, 12)"
73099,Yukon,1.0271842839138459,0.8789249482341395,1.1992720206778347,"(2, 0, 1)","(1, 0, 0, 12)"
77036,Houston,1.0552921105211834,0.6412476301195174,1.7191352962866184,"(2, 0, 2)","(0, 0, 1, 12)"
77433,Cypress,1.0815244206502046,0.7398277509668867,1.5710495417762285,"(0, 1, 1)","(0, 0, 1, 12)"
10463,New York,1.01315585542751,0.5503169602979578,1.8377659650635667,"(0, 0, 2)","(0, 0, 0, 12)"
11230,New York,1.086984271061383,0.7744201731317019,1.518656531675665,"(0, 0, 2)","(1, 0, 0, 12)"
60629,Chicago,1.012334474605294,0.7527406980540571,1.3566413288095776,"(0, 0, 2)","(1, 0, 0, 12)"
11209,New York,0.9818077954642463,0.6838720185588955,1.4021193162412138,"(0, 0, 2)","(1, 0, 1, 12)"
60625,Chicago,0.9460226569633657,0.7042042343831206,1.2663032717255402,"(1, 0, 1)","(0, 0, 1, 12)"
30043,Lawrenceville,1.1222817295626535,0.8684055947225072,1.446154813457603,"(2, 1, 0)","(0, 0, 1, 12)"
75034,Frisco,1.0918583374802722,0.8569170988059355,1.387750488239438,"(1, 0, 3)","(0, 0, 1, 12)"
11212,New York,1.0892380974640847,0.6571116787932434,1.7863348212705106,"(1, 0, 3)","(0, 0, 1, 12)"
75287,Dallas,1.1248605648469985,0.8420839148095631,1.4972223004794085,"(2, 1, 1)","(1, 0, 0, 12)"
28277,Charlotte,1.020499071096387,0.8570346195573619,1.2136401286462415,"(0, 0, 2)","(0, 0, 1, 12)"
85032,Phoenix,1.082875546273948,0.7027003893501225,1.6549827506096517,"(0, 1, 3)","(0, 0, 1, 12)"
7030,Hoboken,1.037547794342977,0.6987796928960619,1.5307179175511834,"(2, 0, 3)","(1, 0, 1, 12)"
11214,New York,1.026578890951099,0.6959385154583168,1.5049914502679602,"(3, 0, 1)","(0, 0, 0, 12)"
21234,Parkville,1.1364304465792907,0.6982781987357399,1.8308335068031916,"(0, 1, 1)","(2, 0, 1, 12)"
33160,Sunny Isles Beach,0.9591975175675632,0.4714647475703462,1.9122937890662781,"(2, 0, 1)","(1, 0, 1, 12)"
78521,Brownsville,0.9735990364630637,0.6078497061973342,1.5456204777829823,"(0, 0, 2)","(0, 0, 1, 12)"
23464,Virginia Beach,0.997998594308569,0.8523752791220476,1.1673189972035876,"(1, 0, 2)","(0, 0, 0, 12)"
77077,Houston,1.1489679295136905,0.6377192818222717,2.037998771327187,"(0, 1, 1)","(0, 0, 0, 12)"
94501,Alameda,1.0651122598200684,0.7071568585226163,1.593118553872218,"(1, 0, 3)","(0, 0, 0, 12)"
30096,Duluth,1.0617195412895546,0.6920404249250407,1.6163145380589754,"(1, 0, 1)","(0, 0, 0, 12)"
78704,Austin,1.008993459280493,0.8114076801588835,1.252282005398552,"(0, 0, 2)","(0, 0, 0, 12)"
98052,Redmond,1.0019789590681287,0.7020979514476544,1.4221819015684274,"(1, 0, 2)","(0, 0, 0, 12)"
77379,Tomball,1.056441569621488,0.737785592213572,1.5039087289609725,"(0, 1, 1)","(0, 0, 0, 12)"
75243,Dallas,1.1581925691550565,0.6115516353166438,2.154711809410379,"(0, 1, 1)","(0, 0, 1, 12)"
11221,New York,1.2299011071041452,0.710385516951413,2.103517647214836,"(0, 1, 3)","(0, 0, 1, 12)"
78245,San Antonio,1.0091487014595375,0.6659694782848262,1.5172277169164026,"(0, 1, 1)","(0, 0, 0, 12)"
11229,New York,1.196748930807529,1.011086364021989,1.4148817461184298,"(1, 1, 3)","(0, 0, 1, 12)"
8701,Lakewood,0.9929843757567369,0.7521345985497638,1.3068765667647633,"(0, 0, 2)","(0, 0, 1, 12)"
60619,Chicago,0.9887835562311338,0.5379932895103109,1.7905540652216467,"(0, 0, 2)","(0, 0, 1, 12)"
90034,Los Angeles,1.0476478572885284,0.71250828030577,1.5309510599469247,"(3, 0, 1)","(1, 0, 0, 12)"
94110,San Francisco,1.1358330319406968,0.4686091648515667,2.660560109793832,"(0, 1, 1)","(2, 0, 0, 12)"
78666,San Marcos,1.0163224424561823,0.7643235626749891,1.346980992510247,"(0, 0, 2)","(0, 0, 1, 12)"
30024,Suwanee,1.053462456335657,0.866485206230849,1.2787492451829738,"(1, 0, 3)","(0, 0, 1, 12)"
60610,Chicago,0.9811088123388386,0.70973336115882,1.350444886013013,"(1, 0, 2)","(0, 0, 1, 12)"
44107,Lakewood,1.1833542269590431,0.9216407731416377,1.515328906118104,"(2, 1, 1)","(2, 0, 1, 12)"
75067,Lewisville,1.2026446691922956,1.0041066550094737,1.4385445066937277,"(1, 1, 3)","(0, 0, 0, 12)"
33025,Miramar,0.8400896597602099,0.549502277577151,1.2739387239570026,"(1, 0, 3)","(0, 0, 1, 12)"
33411,Royal Palm Beach,1.0212682729243303,0.7176872483751384,1.4455071681856133,"(1, 0, 1)","(0, 0, 0, 12)"
33139,Miami Beach,1.0241692647782215,0.65929848140954,1.5786302148814566,"(1, 1, 3)","(0, 0, 0, 12)"
11377,New York,1.0263531467994387,0.7182867949272175,1.4588303730836423,"(1, 0, 2)","(0, 0, 0, 12)"
90044,Los Angeles,1.1245041368250839,0.8133737287633034,1.5477090182437911,"(1, 0, 3)","(0, 0, 0, 12)"
48197,Ypsilanti,1.0243567038379613,0.7442808351759463,1.4040508282144173,"(0, 0, 2)","(0, 0, 1, 12)"
2169,Quincy,0.9889710282647775,0.7731419532432644,1.261972309016433,"(0, 0, 2)","(0, 0, 1, 12)"
23462,Virginia Beach,1.0205115670629756,0.8348078715172625,1.2454766920638995,"(1, 0, 2)","(2, 0, 0, 12)"
90805,Long Beach,1.0312322053929233,0.7348389983298367,1.4400732725176895,"(1, 0, 1)","(0, 0, 0, 12)"
66062,Olathe,1.0913176243062561,0.805349047418692,1.4726206950999134,"(0, 1, 1)","(0, 0, 0, 12)"
44035,Elyria,0.9990464666115643,0.7871843317920608,1.265035734847978,"(2, 0, 0)","(1, 0, 0, 12)"
95630,Folsom,1.0396983427700743,0.7176478630494193,1.4974554711915204,"(2, 1, 0)","(0, 0, 1, 12)"
90650,Norwalk,7431892.967186979,26988579363912.555,5.949813825677011e+17,"(2, 0, 2)","(1, 0, 0, 12)"
11234,New York,1.1714727982279196,0.9885958841718945,1.3865644212203354,"(1, 1, 3)","(0, 0, 0, 12)"
92683,Westminster,1.0221218375054897,0.7603273747158452,1.369007219523244,"(1, 0, 1)","(0, 0, 0, 12)"
85710,Tucson,1.0547057607179198,0.8511414537871413,1.3044835086546116,"(3, 0, 0)","(0, 0, 1, 12)"
78745,Austin,1.0197456648767604,0.7417175486163492,1.3959531294506908,"(1, 0, 1)","(0, 0, 0, 12)"
11355,New York,1.0135080052793122,0.7680957271418983,1.3331750893703824,"(0, 0, 2)","(0, 0, 0, 12)"
10314,New York,1.2320381482310019,0.7909062880073754,1.9027188857065473,"(0, 1, 1)","(0, 0, 1, 12)"
30281,Stockbridge,1.059003475748423,0.7442175767057565,1.4991246251255612,"(3, 0, 3)","(0, 0, 0, 12)"
32210,Jacksonville,1.2434651638268404,0.5325832470497147,2.8170339442193635,"(2, 1, 0)","(0, 0, 1, 12)"
37075,Hendersonville,1.086098570940939,0.869733092799417,1.3535551327325628,"(0, 0, 2)","(1, 0, 0, 12)"
94558,Napa,1.1417606814277954,0.8584091429966912,1.513622803676847,"(0, 1, 3)","(0, 0, 0, 12)"
11215,New York,1.0128658721875616,0.5417047155202314,1.8639524806315966,"(2, 0, 2)","(0, 0, 0, 12)"
90026,Los Angeles,0.9437032079334352,0.49385002436728986,1.7698302095932172,"(0, 1, 1)","(1, 0, 0, 12)"
85225,Chandler,1.1895775425195467,0.8073326449853957,1.7409313704525562,"(0, 1, 1)","(0, 0, 0, 12)"
91910,Chula Vista,1.1249468120285913,0.9358499875214263,1.350346850403835,"(0, 1, 3)","(2, 0, 0, 12)"
87111,Albuquerque,1.006919404508579,0.7531508737321956,1.341576477553751,"(3, 0, 2)","(0, 0, 1, 12)"
28027,Concord,1.1421498310731135,0.8172260681739849,1.5884366785166943,"(0, 1, 1)","(0, 0, 1, 12)"
6010,Bristol,0.9835612722537204,0.7196126480582847,1.3390422009462999,"(0, 0, 2)","(0, 0, 1, 12)"
78240,San Antonio,1.0424351920312955,0.8246755528592172,1.3146929790791517,"(1, 0, 1)","(0, 0, 0, 12)"
87114,Albuquerque,1.1100337606057384,0.8494301555303736,1.4460993523497288,"(0, 1, 3)","(0, 0, 1, 12)"
89108,Las Vegas,1.3437772057779254,0.750424020632205,2.37053321437284,"(0, 1, 1)","(1, 0, 0, 12)"
85308,Glendale,1.10416921339653,0.7698296227531752,1.5745412544812245,"(0, 1, 1)","(1, 0, 0, 12)"
11211,New York,0.9894766860377754,0.4435932846117074,2.151478849179834,"(0, 0, 2)","(0, 0, 1, 12)"
17603,Lancaster,1.178582449396829,0.8816892089566927,1.5695433751232495,"(0, 1, 0)","(0, 0, 0, 12)"
93722,Fresno,1.0871637048240075,0.6126051124464457,1.9003129550665478,"(0, 1, 1)","(0, 0, 1, 12)"
80134,Parker,1.1193709911537952,0.990640573003061,1.2640544408793026,"(0, 1, 3)","(0, 0, 0, 12)"
48180,Taylor,1.0115598654148064,0.6822491333662174,1.4906305541825857,"(0, 0, 1)","(0, 0, 0, 12)"
85281,Tempe,1.1734667754281292,0.5938891803574259,2.2708575169722054,"(0, 1, 1)","(0, 0, 0, 12)"
78577,Pharr,1.1776858363457,0.7550661474780797,1.8222632051425773,"(1, 1, 3)","(1, 0, 0, 12)"
94533,Fairfield,1.1459697216367102,0.5572000952134101,2.302498598060929,"(0, 1, 1)","(0, 0, 0, 12)"
15601,Greensburg,0.9909910614222088,0.7719929307443052,1.2688909457586455,"(0, 0, 3)","(0, 0, 1, 12)"
95608,Carmichael,0.9997157300281786,0.5013885644013178,1.9512956638276797,"(0, 1, 1)","(0, 0, 0, 12)"
43081,Westerville,1.1384563011327662,0.7529913621928266,1.7082328831991647,"(3, 1, 0)","(0, 0, 0, 12)"
44060,Mentor,1.0059235311721084,0.8561040459647761,1.180727027171206,"(0, 0, 3)","(1, 0, 1, 12)"
80013,Aurora,1.1761110273723037,0.9864896484393466,1.4004224291886638,"(0, 0, 2)","(2, 0, 1, 12)"
33024,Pembroke Pines,1.0775315173674975,0.8057430227328866,1.4359154839528279,"(1, 0, 3)","(0, 0, 1, 12)"
20906,Silver Spring,1.003226202308017,0.8321673586000731,1.2077454749943877,"(0, 0, 2)","(0, 0, 0, 12)"
33009,Hallandale,1.0858616648757309,0.5693433041826284,2.0351851164554584,"(2, 0, 3)","(0, 0, 0, 12)"
90066,Los Angeles,0.9966831594928405,0.6906255725655334,1.4303490838736426,"(2, 0, 3)","(1, 0, 1, 12)"
43123,Grove City,1.151486731848669,0.6696465948443466,1.9544940607192376,"(0, 1, 1)","(1, 0, 0, 12)"
97229,Portland,1.0296359447430186,0.7603515080883596,1.3886585978795416,"(2, 1, 1)","(0, 0, 0, 12)"
76028,Burleson,1.241505822558692,0.8544431029296524,1.7930407808095181,"(0, 1, 3)","(0, 0, 0, 12)"
91709,Chino Hills,1.1039687089569166,0.6518421501742353,1.846393858731663,"(0, 1, 1)","(0, 0, 0, 12)"
11385,New York,1.0276364145720125,0.761438653897834,1.3818585545995934,"(0, 0, 2)","(0, 0, 1, 12)"
85364,Yuma,1.0128772067196372,0.7201367154002443,1.4179468450162345,"(2, 0, 0)","(0, 0, 0, 12)"
11373,New York,1.014958109236078,0.7982061562233578,1.287545822932996,"(0, 0, 2)","(0, 0, 1, 12)"
14850,Ithaca,0.9875021438425677,0.7583835107168134,1.282202321659947,"(2, 0, 3)","(2, 0, 0, 12)"
65807,Springfield,1.2064861438203298,0.9644600581476298,1.506053918416156,"(3, 1, 0)","(0, 0, 0, 12)"
98012,Bothell,1.4621144199061926,1.079082344705596,1.9734690530307342,"(0, 1, 3)","(1, 0, 1, 12)"
77459,Missouri City,1.0137409780800462,0.7927579922335871,1.293016581049259,"(1, 0, 1)","(0, 0, 0, 12)"
92677,Laguna Niguel,0.9945818469569987,0.6187808155179748,1.5822289912878982,"(0, 1, 1)","(0, 0, 1, 12)"
95823,Sacramento,0.9315598577769039,0.4483723014043482,1.889844030958669,"(0, 1, 1)","(0, 0, 0, 12)"
33908,Fort Myers,1.0619712755418116,0.8421688952018026,1.336107017946093,"(0, 1, 3)","(0, 0, 0, 12)"
44256,Medina,1.1536411660775103,0.96478263027312,1.3776807005592235,"(1, 1, 3)","(0, 0, 0, 12)"
2148,Malden,1.0043714634655996,0.7628772406788126,1.3182724568941955,"(0, 0, 2)","(0, 0, 0, 12)"
60620,Chicago,1.0191073760061626,0.5062269993650329,2.012101667271468,"(0, 0, 2)","(0, 0, 0, 12)"
45011,Hamilton,1.1151314493403202,0.9755677021883067,1.2737432236470974,"(2, 1, 3)","(0, 0, 0, 12)"
76063,Mansfield,1.1024374783789967,0.8102036260496056,1.4938683642497241,"(0, 1, 1)","(0, 0, 1, 12)"
33647,Tampa,0.9957309891534104,0.809571463889409,1.2225708340259738,"(0, 0, 2)","(0, 0, 1, 12)"
92804,Anaheim,1.0027869605418949,0.6659709725640651,1.4985815261241833,"(0, 1, 1)","(1, 0, 0, 12)"
60634,Chicago,1.064791559179013,0.7829277688936991,1.4424232772093917,"(1, 0, 1)","(1, 0, 0, 12)"
8753,Toms River,0.9955486858534318,0.799487535440514,1.2372812893436504,"(0, 0, 2)","(2, 0, 0, 12)"
65203,Columbia,0.9476989934617897,0.7617645136063185,1.176741053343912,"(0, 0, 2)","(1, 0, 1, 12)"
47906,West Lafayette,1.0208701494093184,0.7708747310838953,1.3476502376403992,"(0, 0, 2)","(1, 0, 0, 12)"
98103,Seattle,1.098688925387613,0.8215625965901405,1.464270134787563,"(0, 0, 2)","(1, 0, 0, 12)"
92345,Hesperia,1.186276551319391,0.8236167273590413,1.6986942024085492,"(0, 1, 3)","(0, 0, 1, 12)"
75228,Dallas,1.3499977703792874,0.8827348487786504,2.0489604277570477,"(0, 1, 3)","(0, 0, 1, 12)"
92126,San Diego,1.0044522186230593,0.747300991805778,1.3451896482397832,"(1, 0, 1)","(1, 0, 0, 12)"
90019,Los Angeles,1.0096340576297205,0.6927454603806789,1.463102235078921,"(0, 0, 2)","(0, 0, 0, 12)"
43130,Lancaster,1.04073222956601,0.5798606751706755,1.8396530023597875,"(0, 1, 1)","(1, 0, 0, 12)"
60016,Des Plaines,0.9899847115113579,0.7540398571483573,1.295792909207396,"(1, 0, 2)","(0, 0, 0, 12)"
46307,Crown Point,1.0208082590629743,0.8298748018247512,1.2534868934766425,"(1, 0, 3)","(0, 0, 0, 12)"
76244,Fort Worth,1.0141206071124034,0.821140441693174,1.2500345653162248,"(2, 1, 0)","(0, 0, 0, 12)"
28314,Fayetteville,0.9993311674583718,0.8068777060221448,1.2354031279061877,"(1, 0, 2)","(0, 0, 0, 12)"
27610,Raleigh,1.2176924713553194,0.8411334639417634,1.7521420053205088,"(0, 1, 0)","(0, 0, 0, 12)"
89121,Las Vegas,1.2002150651368697,0.6702100203123754,2.1168801454827926,"(0, 1, 1)","(0, 0, 1, 12)"
29732,Rock Hill,1.0024403954686945,0.6348779115941255,1.567916496418838,"(0, 1, 1)","(0, 0, 0, 12)"
75056,The Colony,1.1115366215889606,0.7046581078002883,1.7369595479072335,"(0, 1, 1)","(0, 0, 0, 12)"
30040,Cumming,0.9941914187419891,0.7923187754189883,1.2448072156429357,"(1, 0, 1)","(0, 0, 1, 12)"
30188,Woodstock,1.0934225255361478,0.8243046063745203,1.445490137373549,"(1, 0, 1)","(0, 0, 0, 12)"
79938,El Paso,1.000652894824754,0.8871176684670122,1.128058039923007,"(2, 0, 0)","(0, 0, 0, 12)"
92336,Fontana,1.0870267973064167,0.7317079064253471,1.603712700996944,"(0, 1, 1)","(1, 0, 0, 12)"
99301,Pasco,0.9935889852728698,0.7458992103249373,1.3187815379956218,"(1, 1, 3)","(0, 0, 1, 12)"
20011,Washington,1.0622199209304815,0.6925804707646012,1.616899816319194,"(0, 0, 3)","(1, 0, 0, 12)"
77095,Houston,1.0455464323786225,0.8681937382342753,1.2573642655885362,"(0, 0, 2)","(2, 0, 1, 12)"
91911,Chula Vista,1.112987326512835,0.68607445729685,1.7866486068179734,"(3, 1, 2)","(0, 0, 0, 12)"
77845,College Station,1.1084245922736324,0.772523738601962,1.581499682482481,"(1, 0, 1)","(1, 0, 0, 12)"
92503,Riverside,1.0859175744514475,0.6919617967114001,1.688863788086022,"(2, 1, 2)","(0, 0, 0, 12)"
94536,Fremont,1.1893817215225309,0.7383731442833817,1.8976654574443965,"(1, 0, 3)","(2, 0, 0, 12)"
7002,Bayonne,1.3820359334686476,0.6382522405476746,2.918322566200144,"(0, 1, 3)","(2, 0, 0, 12)"
27587,Wake Forest,1.0266035936912192,0.8715650047656266,1.2078868758236978,"(1, 0, 2)","(0, 0, 0, 12)"
21740,Hagerstown,1.01848807609329,0.8355721297812834,1.2394866537958145,"(0, 0, 2)","(2, 0, 0, 12)"
11233,New York,1.1854353573814598,0.562930728263745,2.441455229607176,"(3, 0, 0)","(0, 0, 0, 12)"
7302,Jersey City,1.111819363771339,0.5003420276098154,2.4052477344438934,"(2, 1, 1)","(0, 0, 1, 12)"
90280,South Gate,1.0031058587590935,0.7169184107658398,1.3965622060294922,"(2, 0, 1)","(0, 0, 1, 12)"
22191,Woodbridge,1.0446779055883133,0.8675011282699435,1.2562801616818526,"(0, 0, 2)","(1, 0, 0, 12)"
19111,Philadelphia,1.1284737483728795,0.9301230588729191,1.3670380750900408,"(0, 1, 3)","(1, 0, 0, 12)"
89117,Las Vegas,1.2202261644794654,0.7234161471950187,2.03298102798719,"(0, 1, 1)","(0, 0, 0, 12)"
87120,Albuquerque,1.000536812231549,0.8445784183298402,1.1839127005307186,"(2, 0, 0)","(0, 0, 0, 12)"
43230,Gahanna,1.09907664925673,0.6685439498167879,1.7872204907460312,"(0, 1, 1)","(1, 0, 0, 12)"
40475,Richmond,1.037555004770446,0.7760337050219988,1.3821200224645607,"(2, 1, 0)","(0, 0, 0, 12)"
46227,Indianapolis,1.227179329594326,0.9130438830281294,1.6434989850856685,"(0, 1, 3)","(0, 0, 0, 12)"
11236,New York,1.0133581934425897,0.7480294963953793,1.3677011039538818,"(0, 0, 2)","(0, 0, 0, 12)"
91730,Rancho Cucamonga,1.1350722988550133,0.8118628252021757,1.5790612093828411,"(0, 1, 1)","(0, 0, 1, 12)"
23320,Chesapeake,0.9832442021012003,0.8140669707920268,1.185861464140296,"(2, 0, 1)","(0, 0, 1, 12)"
74012,Broken Arrow,1.1283912577168904,0.9401807477552496,1.3524349384897232,"(1, 1, 2)","(1, 0, 0, 12)"
90201,Bell,0.9758315273354488,0.684949895256043,1.382843447129757,"(2, 0, 1)","(0, 0, 1, 12)"
92592,Temecula,1.0405271838404169,0.6918628955596584,1.5537061804545114,"(0, 1, 3)","(0, 0, 1, 12)"
32244,Jacksonville,1.0929794822856571,0.5403094474839656,2.1630045547297776,"(0, 1, 1)","(2, 0, 0, 12)"
21117,Owings Mills,1.0066459093304407,0.8441054569103907,1.1989810240514749,"(0, 0, 3)","(0, 0, 0, 12)"
92109,San Diego,1.029649398507515,0.75794771848971,1.393440846540726,"(0, 0, 2)","(0, 0, 1, 12)"
34787,Winter Garden,1.0836006428568383,0.762095502663024,1.5327929125601238,"(1, 0, 1)","(0, 0, 0, 12)"
77450,Cinco Ranch,1.0544572204020368,0.7559982117395654,1.4634493874507062,"(0, 1, 3)","(0, 0, 0, 12)"
92101,San Diego,0.997342583476745,0.5854593120601322,1.6795463678272056,"(1, 0, 2)","(0, 0, 1, 12)"
32822,Orlando,1.191133534286933,0.7383959457578453,1.903066306650065,"(1, 0, 2)","(0, 0, 1, 12)"
30080,Smyrna,1.1162383283009283,0.878588258686661,1.41486518776194,"(0, 0, 2)","(1, 0, 0, 12)"
7093,West New York,1.0145729299737511,0.6490780394620463,1.5731997572403194,"(0, 0, 2)","(0, 0, 1, 12)"
60626,Chicago,0.984951386545344,0.6479677632047316,1.4866651359180734,"(0, 0, 3)","(0, 0, 0, 12)"
90004,Los Angeles,1.094545827570387,0.723910286470144,1.6431095276093695,"(1, 1, 3)","(1, 0, 1, 12)"
28078,Huntersville,1.0242078716305536,0.8572795661197856,1.222071223597643,"(0, 0, 2)","(0, 0, 1, 12)"
34135,Bonita Springs,1.0634597324969735,0.85111149945951,1.32603903003353,"(2, 1, 3)","(0, 0, 1, 12)"
90706,Bellflower,1.0429564810088963,0.7874214980878105,1.3767829301035777,"(2, 0, 1)","(0, 0, 0, 12)"
48103,Ann Arbor,1.1045629808242687,0.9272472326179725,1.3141535223217484,"(0, 0, 2)","(1, 0, 1, 12)"
30062,Marietta,1.0832052232961178,0.8662057030265832,1.351798900403138,"(2, 0, 3)","(0, 0, 0, 12)"
33186,The Crossings,1.0069139741623194,0.7588744222092794,1.331726750027186,"(0, 0, 2)","(0, 0, 1, 12)"
30052,Loganville,1.1995792557699452,0.9476361904089177,1.5148166331256325,"(2, 1, 0)","(0, 0, 0, 12)"
30041,Cumming,1.0024325509919623,0.7716627891182822,1.2984855445561552,"(1, 0, 1)","(0, 0, 0, 12)"
75217,Dallas,1.6238603863521042,0.6295953788031874,4.0335237325128155,"(2, 1, 1)","(0, 0, 1, 12)"
33012,Hialeah,1.1099926463777492,0.6738222003526366,1.8092267366843844,"(1, 0, 1)","(0, 0, 1, 12)"
30331,Atlanta,0.9764090681721086,0.4991033834385483,1.8750447570146835,"(2, 0, 0)","(0, 0, 1, 12)"
11372,New York,1.003488854956377,0.6949087239645131,1.4412130533072338,"(0, 0, 2)","(0, 0, 1, 12)"
32256,Jacksonville,0.9853686796893215,0.7662226185026715,1.2639736685684384,"(3, 0, 1)","(1, 0, 1, 12)"
34711,Clermont,1.0803457376751833,0.9303634193470983,1.2533628529759337,"(1, 0, 3)","(0, 0, 1, 12)"
60649,Chicago,0.9983941551643319,0.3927119832922582,2.4506003050515965,"(0, 0, 3)","(0, 0, 1, 12)"
92335,Fontana,1.2319133612133872,0.840803637044649,1.7936298902167653,"(2, 1, 0)","(0, 0, 0, 12)"
37130,Murfreesboro,1.300189125929514,1.1072796488073244,1.5250987134612042,"(0, 1, 3)","(0, 0, 0, 12)"
23454,Virginia Beach,1.0026114743458916,0.8609228867317978,1.1665224311817304,"(0, 0, 2)","(0, 0, 0, 12)"
38401,Columbia,1.3548642106688946,0.6201828371002398,2.8804736823349204,"(0, 1, 1)","(0, 0, 0, 12)"
92021,El Cajon,1.0047855470025178,0.7731824011519324,1.3021644320046086,"(0, 0, 2)","(0, 0, 0, 12)"
48185,Westland,1.0714391703557338,0.7180483999649943,1.5878899393767936,"(1, 0, 1)","(0, 0, 0, 12)"
