zip,City,mean_ret,low_ret,high_ret,order,seasonal_order
28027,Concord,1.1392304279694774,0.90111087562934,1.436867060893552,"(0, 1, 1)","(0, 0, 1, 12)"
6010,Bristol,0.9858153072834439,0.7173505441661517,1.3492443874441455,"(0, 0, 2)","(0, 0, 1, 12)"
78240,San Antonio,1.0254876940047435,0.860700032316973,1.220308261564921,"(0, 0, 2)","(2, 0, 1, 12)"
87114,Albuquerque,1.0053797406781841,0.8594203420260568,1.1749591815035678,"(0, 0, 2)","(0, 0, 0, 12)"
89108,Las Vegas,1.150003161432943,0.8638407344508674,1.5257440754024432,"(3, 0, 1)","(0, 0, 0, 12)"
85308,Glendale,1.0829285493229506,0.8439035272140657,1.3859411798994195,"(1, 0, 2)","(1, 0, 0, 12)"
11211,New York,0.9735767581927113,0.44700647751137534,2.0700180651405193,"(0, 0, 2)","(0, 0, 1, 12)"
17603,Lancaster,1.178582449396829,0.8950568054605834,1.546685515552758,"(0, 1, 0)","(0, 0, 0, 12)"
93722,Fresno,1.1157634753942,0.8429513369410802,1.4719392280950478,"(0, 1, 3)","(0, 0, 0, 12)"
80134,Parker,1.124768639658215,0.9988959919441315,1.265774380389968,"(0, 1, 3)","(0, 0, 0, 12)"
48180,Taylor,1.114191727675868,0.7084649655447977,1.7375755824503,"(1, 0, 1)","(0, 0, 0, 12)"
85281,Tempe,1.0109457329625418,0.7452353619991117,1.366251698394457,"(0, 0, 2)","(0, 0, 0, 12)"
78577,Pharr,1.0129773994868954,0.6794223576301004,1.5006410080185746,"(2, 0, 2)","(0, 0, 1, 12)"
94533,Fairfield,1.1466159449173892,0.5673541591156195,2.266343279195863,"(0, 1, 1)","(0, 0, 0, 12)"
15601,Greensburg,1.0173844266775094,0.7925238905390298,1.3027391275044615,"(2, 0, 1)","(0, 0, 1, 12)"
95608,Carmichael,1.0009138428781081,0.523460899488032,1.878192693417386,"(0, 1, 1)","(0, 0, 0, 12)"
43081,Westerville,1.0094279744701686,0.7991683660502913,1.2722073057095231,"(0, 0, 2)","(0, 0, 0, 12)"
44060,Mentor,1.001813457042148,0.8571173973664473,1.1697871520414123,"(0, 0, 3)","(0, 0, 1, 12)"
80013,Aurora,1.0169793432029626,0.7559325483517108,1.3633548912833742,"(0, 0, 2)","(0, 0, 1, 12)"
33024,Pembroke Pines,1.004478963212492,0.6915665200745531,1.4507902802786907,"(0, 0, 2)","(0, 0, 0, 12)"
20906,Silver Spring,1.0095412549650933,0.833002976327407,1.2216702113855005,"(1, 0, 1)","(0, 0, 0, 12)"
33009,Hallandale,1.1323423977492098,0.7377988740057541,1.724722554852784,"(1, 0, 3)","(0, 0, 0, 12)"
90066,Los Angeles,1.0579496231007508,0.7484317645963041,1.4882209178270207,"(0, 0, 2)","(1, 0, 0, 12)"
43123,Grove City,1.0098957613751018,0.7825455813144332,1.2998703973313726,"(0, 0, 3)","(0, 0, 0, 12)"
97229,Portland,1.0096265723330913,0.6580060637723985,1.536303277944092,"(0, 1, 1)","(0, 0, 0, 12)"
76028,Burleson,1.0182681308470323,0.7655079968596533,1.3500460026837862,"(0, 0, 2)","(0, 0, 0, 12)"
91709,Chino Hills,1.1537362944675014,0.698501988636037,1.88301976644291,"(0, 1, 1)","(0, 0, 1, 12)"
11385,New York,1.0290298301721097,0.7595435691352559,1.388884855668178,"(0, 0, 2)","(0, 0, 1, 12)"
85364,Yuma,1.008188523908314,0.7344215773732402,1.3783893468780237,"(3, 0, 0)","(0, 0, 0, 12)"
11373,New York,1.041236765874215,0.8437276824286116,1.2826332164299683,"(3, 0, 0)","(0, 0, 0, 12)"
14850,Ithaca,0.992918430707115,0.7757777618119435,1.2677013483342408,"(2, 0, 1)","(1, 0, 1, 12)"
65807,Springfield,1.228893788759535,0.760172274523233,1.966466702371464,"(0, 1, 0)","(0, 0, 0, 12)"
98012,Bothell,1.4962063868400064,1.046004467295798,2.128354421036151,"(2, 1, 0)","(0, 0, 0, 12)"
77459,Missouri City,1.0470271123536448,0.8364681933490302,1.3077084185421686,"(2, 1, 0)","(0, 0, 0, 12)"
92677,Laguna Niguel,1.0632229987864694,0.8889808733760051,1.2699255163894045,"(1, 0, 3)","(1, 0, 0, 12)"
95823,Sacramento,1.011000874816292,0.6408117017049861,1.5806983704714375,"(2, 1, 0)","(0, 0, 0, 12)"
33908,Fort Myers,1.0662535712616135,0.8366775428589586,1.3554419431796343,"(0, 1, 3)","(0, 0, 0, 12)"
44256,Medina,1.1432296761149001,0.9661470654924915,1.3512240100139228,"(1, 1, 3)","(0, 0, 0, 12)"
2148,Malden,1.062493268671578,0.7004448320508504,1.5996303326612809,"(1, 0, 1)","(1, 0, 0, 12)"
60620,Chicago,1.0171663380873497,0.5095242577295613,1.9924157360710177,"(0, 0, 2)","(0, 0, 0, 12)"
45011,Hamilton,1.1528018663553001,1.0130331308708482,1.3109692773263921,"(1, 0, 3)","(0, 0, 0, 12)"
76063,Mansfield,1.0413386296016969,0.7948687915111471,1.360011522837023,"(1, 0, 1)","(0, 0, 0, 12)"
33647,Tampa,1.029754500777378,0.8838903737603984,1.1985549186585513,"(0, 0, 2)","(1, 0, 1, 12)"
92804,Anaheim,1.0622294061784905,0.889275004213767,1.2671458199324075,"(1, 0, 3)","(0, 0, 0, 12)"
60634,Chicago,1.221897247635035,0.8319016926189376,1.7831016850041486,"(2, 1, 0)","(0, 0, 0, 12)"
8753,Toms River,1.012927367950894,0.7850596812431887,1.303498216255319,"(0, 0, 2)","(0, 0, 1, 12)"
65203,Columbia,1.1012337216531216,0.9197023957635057,1.3168664666966579,"(0, 1, 3)","(1, 0, 0, 12)"
47906,West Lafayette,1.0486986905888045,0.7670999798639171,1.4280123037726833,"(2, 0, 1)","(0, 0, 0, 12)"
98103,Seattle,1.0558096108718598,0.7663004699188055,1.44867691928615,"(0, 0, 2)","(0, 0, 1, 12)"
92345,Hesperia,1.0787687320621397,0.8093429484258786,1.43293175221509,"(1, 0, 1)","(0, 0, 0, 12)"
75228,Dallas,1.4338953328657957,0.9766124694694294,2.092501891064982,"(0, 1, 3)","(1, 0, 0, 12)"
92126,San Diego,1.09998953659174,0.8933156114323126,1.3520662911274266,"(2, 0, 3)","(1, 0, 0, 12)"
90019,Los Angeles,1.1237718993048151,0.8803006032425749,1.4311561815398466,"(0, 0, 2)","(1, 0, 1, 12)"
43130,Lancaster,1.0472716920264986,0.5675658030196273,1.9001095600126217,"(0, 1, 1)","(0, 0, 0, 12)"
60016,Des Plaines,0.9974517091662569,0.8067204695061027,1.2310322973171048,"(0, 0, 2)","(0, 0, 0, 12)"
46307,Crown Point,1.0067588754817822,0.8301938126728454,1.2190418441104187,"(0, 0, 2)","(0, 0, 0, 12)"
76244,Fort Worth,0.9976904821688867,0.7915895978677644,1.2547442358587118,"(0, 0, 2)","(0, 0, 0, 12)"
28314,Fayetteville,0.9946293055200135,0.7996572921924818,1.2347227205683655,"(0, 0, 2)","(0, 0, 1, 12)"
27610,Raleigh,1.2076203003544121,1.0683764154998845,1.3641881584013797,"(2, 1, 3)","(0, 0, 0, 12)"
89121,Las Vegas,1.0808965370855212,0.8001797300428289,1.4546170058442727,"(3, 0, 1)","(0, 0, 0, 12)"
29732,Rock Hill,1.00029023442773,0.7727408352676759,1.2912310410565793,"(1, 0, 1)","(0, 0, 0, 12)"
75056,The Colony,1.0677334885387992,0.7844886783546448,1.4474053435665186,"(1, 0, 1)","(0, 0, 0, 12)"
30040,Cumming,1.016133789151843,0.8455062339521806,1.2194881069334293,"(1, 0, 1)","(0, 0, 0, 12)"
30188,Woodstock,1.1188385725309653,0.8686141384537809,1.4371886861167156,"(1, 0, 2)","(0, 0, 0, 12)"
79938,El Paso,1.0198185013946175,0.8128771087121043,1.2765658378173568,"(2, 1, 0)","(0, 0, 0, 12)"
92336,Fontana,1.0847507489195165,0.7749998932881713,1.510678130338394,"(0, 1, 1)","(1, 0, 0, 12)"
99301,Pasco,0.9450348692397578,0.6084221497447364,1.4550332522590492,"(0, 1, 1)","(0, 0, 0, 12)"
20011,Washington,1.0145814739285675,0.702800946114276,1.4566381253773737,"(0, 0, 3)","(0, 0, 1, 12)"
77095,Houston,1.2967583477369267,0.9471401231311342,1.7676758981559628,"(3, 1, 0)","(0, 0, 0, 12)"
91911,Chula Vista,1.0691382018313524,0.8397503024901943,1.357955402948009,"(0, 0, 3)","(1, 0, 0, 12)"
77845,College Station,1.0898500970976168,0.8472857972926608,1.398017012022495,"(1, 0, 1)","(1, 0, 0, 12)"
92503,Riverside,1.0531982778396,0.6001397349382922,1.8225114899165908,"(0, 1, 1)","(0, 0, 1, 12)"
94536,Fremont,1.1813893662280954,0.8865421092414784,1.568941321213748,"(1, 0, 3)","(1, 0, 0, 12)"
7002,Bayonne,1.347236317249156,0.4695870002026969,3.6866202525793077,"(0, 1, 1)","(0, 0, 1, 12)"
27587,Wake Forest,1.026894611787566,0.8675803624223866,1.2140336841335393,"(1, 0, 2)","(0, 0, 0, 12)"
21740,Hagerstown,1.150820706574905,0.9380777761945095,1.4094066761425672,"(0, 1, 3)","(0, 0, 0, 12)"
11233,New York,1.0671793941742829,0.4753896177867673,2.3342283579342964,"(1, 0, 2)","(0, 0, 0, 12)"
7302,Jersey City,1.0033210959974368,0.5416538941628278,1.8304729815909173,"(0, 0, 2)","(0, 0, 1, 12)"
90280,South Gate,1.000820220042207,0.775618479505709,1.2880168041640279,"(0, 0, 2)","(0, 0, 0, 12)"
22191,Woodbridge,1.0620754030656372,0.8928638461035722,1.2617826750515342,"(3, 0, 0)","(0, 0, 0, 12)"
19111,Philadelphia,1.126427058924897,0.91343807057698,1.3865887569990378,"(0, 1, 3)","(1, 0, 0, 12)"
89117,Las Vegas,1.129635214154302,0.9269973435301712,1.3743216346908065,"(1, 0, 3)","(0, 0, 0, 12)"
87120,Albuquerque,1.0004203629912862,0.8409909000521345,1.1886148045305256,"(2, 0, 0)","(0, 0, 0, 12)"
43230,Gahanna,1.0836755222983199,0.6287436735873863,1.8432586408396598,"(0, 1, 1)","(1, 0, 0, 12)"
40475,Richmond,1.1126126210161282,0.9202215637589053,1.3432431079471974,"(0, 1, 3)","(0, 0, 0, 12)"
46227,Indianapolis,1.0374628372604802,0.7950493201678166,1.3499464385131124,"(0, 0, 2)","(0, 0, 1, 12)"
11236,New York,1.1762427811707339,0.8859504157709216,1.556588256522398,"(0, 1, 3)","(0, 0, 0, 12)"
91730,Rancho Cucamonga,1.1407691460802825,0.8630211308990534,1.5027041121360567,"(0, 1, 1)","(2, 0, 0, 12)"
23320,Chesapeake,0.9930798611128062,0.8418448060339042,1.1701906142559682,"(0, 0, 2)","(0, 0, 0, 12)"
74012,Broken Arrow,1.0301888323501804,0.8333719044480045,1.271130019414727,"(1, 0, 1)","(0, 0, 0, 12)"
90201,Bell,0.9883910724304293,0.7432525242933217,1.3099287827138852,"(2, 0, 1)","(0, 0, 0, 12)"
92592,Temecula,0.9523831436677952,0.7105834106734517,1.2718709606202907,"(1, 0, 2)","(0, 0, 1, 12)"
32244,Jacksonville,1.0020409505081553,0.6934324890600252,1.4401446725010971,"(0, 0, 2)","(0, 0, 0, 12)"
21117,Owings Mills,1.0149648039677344,0.8381685828688409,1.2272379616701063,"(1, 0, 2)","(0, 0, 0, 12)"
92109,San Diego,1.0119141525947466,0.7411544384982501,1.3761775660283693,"(0, 0, 2)","(0, 0, 0, 12)"
34787,Winter Garden,1.0929260070112803,0.769641860652109,1.5440279348693497,"(1, 0, 1)","(0, 0, 0, 12)"
77450,Cinco Ranch,1.0554929547521692,0.7086869280379151,1.5606892476414886,"(0, 1, 1)","(0, 0, 0, 12)"
92101,San Diego,1.005229997952855,0.6438250083381392,1.5570228020269488,"(0, 0, 2)","(1, 0, 0, 12)"
32822,Orlando,1.2085483986229615,0.9060111094110799,1.6066595206124106,"(1, 0, 3)","(0, 0, 0, 12)"
30080,Smyrna,1.1723620751254626,0.8421362387421981,1.6245143872281813,"(2, 0, 1)","(0, 0, 0, 12)"
7093,West New York,1.0802814196853356,0.5590264725393469,2.049987169467551,"(1, 0, 2)","(0, 0, 1, 12)"
60626,Chicago,0.9845201860239834,0.6701639946368605,1.4377322478400028,"(0, 0, 2)","(0, 0, 0, 12)"
90004,Los Angeles,1.0946552706330286,0.7680403412204918,1.552029321350046,"(0, 1, 3)","(2, 0, 0, 12)"
28078,Huntersville,1.0298213475748372,0.858070305438454,1.2342720262871865,"(0, 0, 2)","(0, 0, 1, 12)"
34135,Bonita Springs,1.0640657688919084,0.8459442605571171,1.3354500602804296,"(0, 1, 3)","(0, 0, 0, 12)"
90706,Bellflower,1.030810007423654,0.8183614401384345,1.2955104218410145,"(2, 0, 1)","(0, 0, 0, 12)"
30062,Marietta,1.0854043774580613,0.7652528028217467,1.5316892155726625,"(2, 0, 1)","(1, 0, 0, 12)"
33186,The Crossings,1.1562889863682264,0.9336360460687421,1.429364034051848,"(0, 1, 3)","(1, 0, 0, 12)"
30052,Loganville,1.1913542655091403,0.936088804841404,1.5123278627216274,"(2, 1, 1)","(0, 0, 0, 12)"
30041,Cumming,0.9990625462690099,0.6446959337292079,1.5347991338205953,"(0, 1, 1)","(0, 0, 0, 12)"
33012,Hialeah,1.080552180225463,0.6706127952286611,1.7244074370880456,"(2, 0, 1)","(1, 0, 0, 12)"
30331,Atlanta,0.9084952177313493,0.37734788447921896,2.11849500927712,"(2, 0, 0)","(2, 0, 0, 12)"
11372,New York,1.1224840972569903,0.8801359024562543,1.4281533432411766,"(1, 1, 3)","(0, 0, 1, 12)"
32256,Jacksonville,0.9822282012744045,0.8000315150197218,1.20386956953034,"(3, 0, 1)","(2, 0, 0, 12)"
34711,Clermont,1.1007927365855805,0.8642380341388733,1.3987400327279271,"(0, 0, 2)","(1, 0, 0, 12)"
60649,Chicago,0.9728912631692022,0.3471171053652902,2.6142427220391498,"(3, 0, 0)","(0, 0, 1, 12)"
92335,Fontana,1.2037745701900122,0.9420827311950181,1.534266643445597,"(0, 1, 3)","(2, 0, 0, 12)"
37130,Murfreesboro,1.3372220813134346,0.8879452633134995,1.9986953327317967,"(0, 1, 1)","(0, 0, 0, 12)"
23454,Virginia Beach,1.0239593723995386,0.883345882519711,1.1859062645523786,"(0, 0, 1)","(0, 0, 1, 12)"
38401,Columbia,1.297406353083796,0.9796069936011125,1.71280966686177,"(0, 1, 3)","(0, 0, 0, 12)"
92021,El Cajon,1.0221544112801426,0.8314812232260105,1.2543407044711719,"(1, 0, 2)","(0, 0, 0, 12)"
48185,Westland,1.1994318164399191,1.0089325749911562,1.4241745532818044,"(0, 1, 2)","(0, 0, 1, 12)"
93065,Simi Valley,1.0225050893443652,0.818077004346169,1.2754138216397808,"(2, 0, 0)","(0, 0, 0, 12)"
91342,Los Angeles,1.1023483309120614,0.8973137590772113,1.351819315905871,"(1, 0, 3)","(0, 0, 0, 12)"
